age,annual_income,credit_score,debt_to_income_ratio,credit_utilization_rate,payment_history_score,loan_amount,employment_length_years,revolving_balance,num_credit_lines,home_ownership,loan_intent,default_risk
61,62800.0,493,0.212,0.843,99.0,11400.0,4,18431.0,7,MORTGAGE,EDUCATION,0
49,94400.0,788,0.41,0.244,90.4,5800.0,0,5476.0,7,RENT,DEBTCONSOLIDATION,0
49,90900.0,751,0.128,0.93,92.3,57200.0,18,26885.0,2,RENT,PERSONAL,1
58,70800.0,703,0.298,0.741,93.3,8200.0,1,5376.0,5,MORTGAGE,PERSONAL,0
62,52800.0,813,0.06,0.717,74.1,6500.0,2,11743.0,4,MORTGAGE,DEBTCONSOLIDATION,0
41,49600.0,596,0.253,0.361,83.4,18500.0,0,924.0,7,RENT,EDUCATION,1
62,100200.0,811,0.047,0.256,90.1,11200.0,8,3032.0,5,MORTGAGE,EDUCATION,0
33,83500.0,597,0.26,0.365,82.1,60000.0,16,8294.0,5,MORTGAGE,MEDICAL,1
61,51300.0,687,0.298,0.524,71.2,16600.0,1,4360.0,5,MORTGAGE,EDUCATION,0
37,114600.0,574,0.12,0.145,93.1,14000.0,1,3219.0,7,MORTGAGE,VENTURE,0
29,55400.0,671,0.363,0.678,79.9,22100.0,6,12738.0,7,RENT,EDUCATION,1
61,35900.0,698,0.306,0.387,85.6,11400.0,3,3472.0,8,MORTGAGE,PERSONAL,0
21,38000.0,658,0.178,0.393,89.0,15800.0,0,2832.0,3,RENT,MEDICAL,1
22,33300.0,723,0.298,0.375,100.0,7400.0,13,2660.0,8,RENT,MEDICAL,1
49,50800.0,677,0.02,0.675,84.5,8600.0,4,11897.0,9,MORTGAGE,EDUCATION,0
53,125500.0,630,0.397,0.588,57.8,7000.0,1,16232.0,7,RENT,EDUCATION,1
30,36900.0,627,0.052,0.552,84.2,17600.0,3,7259.0,4,OWN,DEBTCONSOLIDATION,0
60,67000.0,730,0.1,0.225,85.4,8400.0,3,2058.0,8,RENT,VENTURE,0
41,40400.0,620,0.016,0.076,62.0,23100.0,3,727.0,6,MORTGAGE,PERSONAL,0
48,51200.0,738,0.219,0.438,99.7,7300.0,3,4018.0,5,RENT,EDUCATION,0
31,24200.0,761,0.061,0.263,50.2,6800.0,4,1635.0,11,RENT,VENTURE,1
54,52500.0,544,0.269,0.348,89.0,15800.0,2,4594.0,4,MORTGAGE,MEDICAL,0
28,53300.0,754,0.199,0.301,63.6,14700.0,0,4010.0,6,RENT,DEBTCONSOLIDATION,1
42,82800.0,824,0.048,0.176,94.8,24300.0,5,3421.0,6,RENT,VENTURE,0
28,68500.0,688,0.204,0.498,88.8,5800.0,7,7131.0,6,OWN,PERSONAL,0
35,29200.0,714,0.126,0.662,99.7,4600.0,9,7126.0,7,MORTGAGE,EDUCATION,0
37,114800.0,747,0.278,0.467,88.2,31300.0,0,7708.0,6,RENT,DEBTCONSOLIDATION,0
43,67900.0,649,0.082,0.737,86.3,5200.0,2,10103.0,7,MORTGAGE,EDUCATION,0
44,67400.0,683,0.151,0.541,78.1,23900.0,19,4519.0,3,MORTGAGE,MEDICAL,0
65,59500.0,571,0.137,0.408,61.2,2600.0,0,4037.0,3,RENT,DEBTCONSOLIDATION,0
39,43900.0,680,0.227,0.207,100.0,19900.0,7,1246.0,4,MORTGAGE,PERSONAL,0
25,68200.0,707,0.121,0.544,76.2,13300.0,0,10552.0,5,MORTGAGE,PERSONAL,0
52,79600.0,708,0.363,0.43,86.1,17700.0,8,10188.0,8,RENT,EDUCATION,0
64,21000.0,749,0.293,0.498,72.1,22900.0,5,1536.0,10,OWN,VENTURE,1
21,43300.0,611,0.235,0.501,69.1,25900.0,6,8553.0,8,RENT,EDUCATION,1
43,51400.0,630,0.406,0.663,82.7,18500.0,18,5094.0,8,OWN,EDUCATION,0
57,69800.0,812,0.03,0.269,87.0,24000.0,14,6383.0,9,OWN,EDUCATION,0
28,122500.0,658,0.284,0.576,100.0,29300.0,1,10754.0,5,MORTGAGE,DEBTCONSOLIDATION,1
33,37700.0,685,0.313,0.575,94.1,32600.0,2,4219.0,3,RENT,MEDICAL,1
28,44400.0,664,0.13,0.26,85.4,19200.0,2,3263.0,9,MORTGAGE,PERSONAL,0
43,44000.0,608,0.225,0.395,81.3,6900.0,0,4261.0,6,RENT,DEBTCONSOLIDATION,1
63,37000.0,791,0.241,0.322,86.1,11200.0,2,2707.0,7,RENT,PERSONAL,1
21,48600.0,630,0.068,0.683,78.9,12500.0,19,10887.0,2,RENT,EDUCATION,0
65,95100.0,585,0.28,0.734,85.1,8300.0,3,20781.0,10,MORTGAGE,VENTURE,0
44,31800.0,636,0.329,0.111,72.5,6000.0,15,1306.0,7,MORTGAGE,MEDICAL,0
55,77400.0,519,0.165,0.163,75.4,25500.0,0,1650.0,4,RENT,EDUCATION,0
44,21600.0,621,0.077,0.42,81.4,16500.0,0,505.0,9,MORTGAGE,DEBTCONSOLIDATION,0
37,42800.0,597,0.064,0.373,85.9,8400.0,4,6385.0,3,RENT,VENTURE,0
25,49100.0,716,0.121,0.612,80.6,13700.0,6,4483.0,3,RENT,MEDICAL,1
40,163600.0,619,0.357,0.842,84.3,16500.0,1,8958.0,8,RENT,DEBTCONSOLIDATION,1
41,50800.0,736,0.236,0.829,71.1,6000.0,3,5751.0,7,MORTGAGE,DEBTCONSOLIDATION,0
60,18000.0,774,0.212,0.275,67.6,7600.0,10,1406.0,6,MORTGAGE,EDUCATION,0
51,18000.0,728,0.255,0.512,81.4,10700.0,7,2358.0,7,MORTGAGE,EDUCATION,0
66,61100.0,653,0.319,0.541,61.8,12000.0,1,4044.0,11,MORTGAGE,EDUCATION,1
56,86500.0,680,0.229,0.61,92.3,4400.0,2,6077.0,5,MORTGAGE,EDUCATION,0
31,75000.0,555,0.534,0.265,65.5,22500.0,1,4085.0,3,RENT,PERSONAL,1
35,66200.0,659,0.202,0.446,77.3,13700.0,6,1616.0,3,MORTGAGE,MEDICAL,0
39,120300.0,605,0.353,0.194,88.0,11200.0,17,1186.0,10,RENT,EDUCATION,0
27,43300.0,722,0.399,0.585,93.0,8100.0,1,6735.0,6,MORTGAGE,EDUCATION,0
48,102400.0,850,0.248,0.39,89.7,6600.0,4,6544.0,7,RENT,MEDICAL,1
63,22500.0,707,0.157,0.475,87.8,13500.0,22,624.0,4,MORTGAGE,VENTURE,0
25,34800.0,520,0.131,0.396,100.0,14900.0,0,2907.0,6,RENT,DEBTCONSOLIDATION,1
25,20200.0,642,0.174,0.277,69.4,53000.0,5,2112.0,10,RENT,DEBTCONSOLIDATION,1
50,50800.0,679,0.185,0.394,85.8,56500.0,2,2787.0,5,MORTGAGE,EDUCATION,1
52,58200.0,676,0.3,0.444,89.6,9200.0,23,3563.0,5,MORTGAGE,DEBTCONSOLIDATION,0
28,64100.0,615,0.131,0.564,86.3,6800.0,0,7729.0,9,RENT,MEDICAL,1
30,62100.0,688,0.116,0.431,76.4,5500.0,3,2729.0,3,RENT,DEBTCONSOLIDATION,0
58,34300.0,576,0.062,0.215,88.5,14200.0,1,2015.0,5,MORTGAGE,VENTURE,0
67,53400.0,599,0.378,0.121,87.7,5600.0,0,2221.0,7,MORTGAGE,VENTURE,0
52,24400.0,718,0.208,0.61,96.9,5100.0,16,1758.0,6,RENT,EDUCATION,0
48,135700.0,593,0.039,0.544,87.7,8000.0,4,20711.0,5,MORTGAGE,EDUCATION,0
37,49900.0,710,0.173,0.235,59.2,8700.0,6,4231.0,7,RENT,DEBTCONSOLIDATION,0
51,44700.0,567,0.115,0.388,91.5,8000.0,4,6349.0,9,RENT,MEDICAL,0
28,155300.0,802,0.268,0.409,77.2,4300.0,0,15467.0,3,MORTGAGE,PERSONAL,0
60,28400.0,611,0.001,0.497,79.7,12500.0,0,1458.0,2,MORTGAGE,EDUCATION,0
45,30500.0,653,0.132,0.384,68.3,12400.0,4,3288.0,3,RENT,PERSONAL,1
29,31000.0,694,0.075,0.654,83.6,34100.0,7,6228.0,2,MORTGAGE,PERSONAL,0
22,57500.0,627,0.157,0.271,100.0,5600.0,4,4893.0,7,MORTGAGE,DEBTCONSOLIDATION,0
35,77600.0,680,0.252,0.135,94.8,19300.0,4,3950.0,4,RENT,MEDICAL,1
23,93300.0,713,0.282,0.497,67.8,46600.0,6,12304.0,3,MORTGAGE,DEBTCONSOLIDATION,0
56,280200.0,742,0.244,0.258,79.6,4800.0,1,15408.0,5,OWN,MEDICAL,0
24,18000.0,729,0.101,0.179,94.1,6200.0,6,728.0,3,RENT,MEDICAL,0
34,86300.0,657,0.083,0.409,79.8,5500.0,2,5737.0,8,MORTGAGE,DEBTCONSOLIDATION,0
61,42900.0,659,0.087,0.262,57.4,18300.0,5,787.0,5,RENT,VENTURE,0
61,42100.0,846,0.142,0.339,75.4,17800.0,1,4297.0,3,MORTGAGE,PERSONAL,0
45,41300.0,741,0.031,0.784,98.6,26000.0,0,1844.0,4,MORTGAGE,VENTURE,0
30,34700.0,600,0.052,0.589,100.0,14100.0,0,1481.0,9,MORTGAGE,DEBTCONSOLIDATION,0
41,164500.0,677,0.016,0.37,79.9,47100.0,8,10161.0,8,RENT,EDUCATION,0
56,99200.0,644,0.049,0.879,78.7,19500.0,1,32775.0,9,OWN,PERSONAL,0
32,60700.0,659,0.095,0.217,54.5,32200.0,2,2886.0,7,RENT,EDUCATION,1
47,134700.0,577,0.107,0.269,80.8,14900.0,7,4541.0,4,RENT,PERSONAL,0
60,24200.0,639,0.035,0.487,75.1,10200.0,2,4289.0,10,MORTGAGE,PERSONAL,0
22,26900.0,805,0.212,0.191,59.3,11800.0,1,1285.0,3,OWN,VENTURE,0
33,18000.0,713,0.28,0.626,70.6,34900.0,1,2022.0,2,OWN,EDUCATION,1
52,39400.0,483,0.369,0.46,66.3,23300.0,2,5446.0,4,RENT,DEBTCONSOLIDATION,1
51,66000.0,761,0.308,0.179,82.7,22300.0,4,2415.0,12,RENT,EDUCATION,0
36,63700.0,751,0.121,0.435,100.0,26800.0,2,8465.0,5,RENT,DEBTCONSOLIDATION,0
52,65500.0,643,0.296,0.066,80.2,16100.0,11,547.0,4,OWN,PERSONAL,0
52,25700.0,723,0.212,0.172,85.1,75000.0,0,453.0,9,MORTGAGE,PERSONAL,1
54,96900.0,605,0.236,0.51,100.0,11400.0,2,10444.0,8,RENT,VENTURE,0
31,69100.0,634,0.112,0.336,59.1,14400.0,6,3758.0,9,RENT,VENTURE,0
30,93000.0,782,0.071,0.537,84.3,9800.0,11,13075.0,3,MORTGAGE,VENTURE,0
35,19200.0,649,0.148,0.396,95.7,18900.0,2,2479.0,3,MORTGAGE,EDUCATION,0
37,72200.0,529,0.058,0.496,85.8,3900.0,5,13090.0,9,MORTGAGE,PERSONAL,0
60,29400.0,665,0.243,0.674,62.5,2000.0,4,6265.0,4,RENT,PERSONAL,1
38,47200.0,664,0.159,0.698,100.0,8500.0,1,5588.0,1,MORTGAGE,DEBTCONSOLIDATION,0
29,82500.0,759,0.177,0.329,92.1,20100.0,5,8267.0,2,RENT,DEBTCONSOLIDATION,0
45,63200.0,671,0.367,0.248,85.2,27400.0,1,3691.0,6,OWN,DEBTCONSOLIDATION,0
60,35900.0,638,0.074,0.165,65.4,5500.0,7,2175.0,9,OWN,EDUCATION,0
34,60100.0,748,0.023,0.331,100.0,4200.0,10,5916.0,5,OWN,VENTURE,0
45,23900.0,679,0.236,0.383,89.0,8100.0,3,939.0,4,MORTGAGE,EDUCATION,0
42,119400.0,613,0.142,0.517,87.4,8000.0,0,4774.0,6,MORTGAGE,DEBTCONSOLIDATION,0
50,52900.0,756,0.204,0.12,89.0,15600.0,6,1526.0,7,RENT,MEDICAL,1
40,117100.0,684,0.283,0.537,93.5,14600.0,3,11178.0,6,RENT,DEBTCONSOLIDATION,0
41,43700.0,670,0.494,0.327,83.4,37300.0,0,1555.0,9,MORTGAGE,VENTURE,1
64,43700.0,683,0.33,0.121,80.6,10000.0,2,1741.0,5,MORTGAGE,PERSONAL,0
52,37900.0,589,0.161,0.415,55.1,5300.0,1,2853.0,8,RENT,PERSONAL,1
66,101300.0,630,0.092,0.401,72.6,16500.0,6,3254.0,5,MORTGAGE,DEBTCONSOLIDATION,0
41,39100.0,670,0.211,0.508,100.0,6800.0,2,2816.0,4,RENT,MEDICAL,0
55,88100.0,655,0.095,0.347,72.0,6900.0,4,8771.0,6,MORTGAGE,EDUCATION,0
52,47600.0,765,0.245,0.707,78.4,43900.0,3,9314.0,4,MORTGAGE,DEBTCONSOLIDATION,1
50,18300.0,686,0.426,0.278,68.2,25600.0,6,722.0,9,RENT,PERSONAL,1
59,42500.0,734,0.532,0.628,88.1,9900.0,6,4522.0,7,MORTGAGE,MEDICAL,1
32,29500.0,670,0.226,0.432,78.9,47800.0,2,859.0,5,RENT,EDUCATION,1
61,61100.0,749,0.123,0.667,78.5,23900.0,0,15635.0,4,MORTGAGE,PERSONAL,0
67,29300.0,699,0.193,0.267,72.4,17500.0,2,1287.0,9,MORTGAGE,VENTURE,0
38,104400.0,671,0.177,0.442,87.0,8300.0,0,17318.0,7,RENT,DEBTCONSOLIDATION,0
41,56700.0,669,0.065,0.396,99.7,3200.0,15,7519.0,8,MORTGAGE,DEBTCONSOLIDATION,0
33,53800.0,598,0.21,0.468,61.7,7300.0,14,4213.0,10,MORTGAGE,MEDICAL,0
41,88700.0,708,0.115,0.436,78.4,9500.0,3,11329.0,11,RENT,PERSONAL,0
28,106800.0,666,0.165,0.311,80.1,5800.0,0,7167.0,5,MORTGAGE,EDUCATION,0
66,59200.0,632,0.226,0.409,72.8,14600.0,2,9487.0,6,RENT,MEDICAL,1
60,37700.0,752,0.399,0.782,95.9,3200.0,11,8062.0,8,MORTGAGE,DEBTCONSOLIDATION,0
66,20700.0,576,0.379,0.119,96.0,33900.0,1,571.0,12,OWN,EDUCATION,1
27,39700.0,638,0.125,0.361,84.8,9700.0,4,3917.0,5,RENT,EDUCATION,0
43,41300.0,747,0.253,0.332,73.9,22400.0,1,1743.0,6,RENT,DEBTCONSOLIDATION,1
64,63800.0,693,0.358,0.65,95.8,22200.0,8,6521.0,4,OWN,EDUCATION,0
52,48700.0,666,0.115,0.859,78.5,5600.0,11,12527.0,7,MORTGAGE,DEBTCONSOLIDATION,0
31,90500.0,688,0.236,0.618,93.7,3900.0,4,4435.0,5,RENT,EDUCATION,0
42,41400.0,683,0.116,0.374,100.0,8500.0,4,2414.0,6,OWN,VENTURE,0
42,57900.0,556,0.203,0.194,82.0,17400.0,2,2997.0,7,MORTGAGE,DEBTCONSOLIDATION,0
63,121800.0,643,0.23,0.204,83.9,14700.0,6,9901.0,6,MORTGAGE,DEBTCONSOLIDATION,0
45,73500.0,791,0.34,0.744,73.6,30200.0,3,20451.0,6,MORTGAGE,EDUCATION,1
42,57800.0,620,0.402,0.215,94.2,17600.0,6,4241.0,5,MORTGAGE,DEBTCONSOLIDATION,0
48,41700.0,646,0.356,0.138,84.5,18500.0,17,1296.0,3,RENT,VENTURE,0
49,40900.0,629,0.337,0.141,66.9,7600.0,8,1913.0,7,RENT,PERSONAL,1
33,35900.0,663,0.181,0.381,73.4,11200.0,3,3360.0,6,RENT,VENTURE,1
38,43300.0,626,0.087,0.538,100.0,11400.0,19,4903.0,3,RENT,DEBTCONSOLIDATION,0
22,94200.0,706,0.043,0.164,79.1,20600.0,4,1981.0,5,MORTGAGE,PERSONAL,0
49,52400.0,684,0.339,0.428,68.8,22600.0,0,8586.0,3,RENT,PERSONAL,1
41,26600.0,728,0.34,0.486,84.3,11400.0,6,3353.0,8,MORTGAGE,PERSONAL,0
35,173000.0,591,0.184,0.326,75.6,11600.0,8,16151.0,8,RENT,MEDICAL,1
47,72500.0,644,0.379,0.228,79.8,17100.0,0,1643.0,10,OWN,VENTURE,0
51,25700.0,653,0.173,0.617,88.5,51700.0,5,3184.0,5,RENT,EDUCATION,1
35,45900.0,704,0.252,0.768,86.1,4000.0,12,13664.0,7,MORTGAGE,PERSONAL,0
43,64000.0,610,0.413,0.279,82.4,7000.0,1,5628.0,6,MORTGAGE,EDUCATION,1
44,166500.0,738,0.034,0.381,74.6,7200.0,4,22773.0,7,MORTGAGE,VENTURE,0
64,30800.0,758,0.204,0.348,60.6,5300.0,1,2021.0,6,RENT,PERSONAL,1
33,107500.0,595,0.272,0.593,100.0,7700.0,7,4671.0,8,RENT,MEDICAL,0
42,138600.0,633,0.081,0.208,100.0,17400.0,4,4988.0,7,RENT,MEDICAL,0
63,41100.0,630,0.265,0.411,82.3,25900.0,2,3068.0,5,MORTGAGE,VENTURE,1
57,50700.0,850,0.092,0.243,92.0,15700.0,0,1914.0,5,RENT,EDUCATION,0
53,32200.0,637,0.248,0.444,81.6,15500.0,14,3350.0,4,MORTGAGE,DEBTCONSOLIDATION,0
23,53000.0,795,0.203,0.511,72.7,7000.0,3,3175.0,9,RENT,DEBTCONSOLIDATION,0
39,58600.0,575,0.344,0.276,82.9,2100.0,8,6117.0,7,MORTGAGE,DEBTCONSOLIDATION,0
43,88900.0,595,0.095,0.151,83.7,17400.0,2,4935.0,2,RENT,PERSONAL,0
49,115200.0,618,0.131,0.39,99.9,34000.0,9,6360.0,11,MORTGAGE,EDUCATION,0
50,38200.0,606,0.312,0.454,83.1,26100.0,0,4822.0,10,RENT,PERSONAL,1
59,18400.0,649,0.095,0.478,100.0,12500.0,1,1982.0,11,MORTGAGE,PERSONAL,0
64,59100.0,616,0.207,0.075,80.1,14100.0,2,610.0,2,RENT,DEBTCONSOLIDATION,0
67,71400.0,608,0.255,0.442,75.2,35700.0,0,11487.0,2,RENT,PERSONAL,1
45,69500.0,756,0.199,0.245,99.9,8200.0,2,2228.0,5,RENT,EDUCATION,0
57,49200.0,761,0.297,0.525,98.7,9700.0,3,6938.0,6,RENT,EDUCATION,1
67,64500.0,741,0.361,0.567,82.9,3800.0,0,6121.0,3,MORTGAGE,VENTURE,0
28,148600.0,709,0.258,0.787,86.1,18500.0,2,39662.0,5,MORTGAGE,EDUCATION,0
62,75300.0,676,0.075,0.1,85.4,9400.0,1,2011.0,7,RENT,EDUCATION,0
36,47900.0,632,0.138,0.251,84.5,10800.0,10,4105.0,9,RENT,EDUCATION,0
28,44400.0,598,0.129,0.492,77.5,21500.0,3,3751.0,10,MORTGAGE,MEDICAL,1
21,54100.0,697,0.274,0.513,100.0,7900.0,15,1496.0,7,MORTGAGE,PERSONAL,0
64,159900.0,581,0.126,0.302,77.2,18900.0,2,6161.0,9,OWN,MEDICAL,1
25,53600.0,595,0.024,0.484,88.7,19600.0,2,8692.0,3,MORTGAGE,DEBTCONSOLIDATION,0
23,59200.0,756,0.383,0.271,84.3,10400.0,2,2581.0,5,MORTGAGE,DEBTCONSOLIDATION,0
21,44800.0,812,0.079,0.224,51.8,24000.0,1,1625.0,5,RENT,MEDICAL,1
24,115800.0,699,0.159,0.285,83.4,12400.0,7,6844.0,2,MORTGAGE,DEBTCONSOLIDATION,0
60,194100.0,752,0.257,0.388,78.6,22000.0,1,11006.0,2,MORTGAGE,PERSONAL,0
55,78500.0,651,0.16,0.352,75.3,8700.0,1,9187.0,6,MORTGAGE,MEDICAL,0
52,62900.0,569,0.165,0.474,69.5,20100.0,0,4848.0,9,MORTGAGE,EDUCATION,0
62,61200.0,715,0.554,0.692,100.0,10400.0,16,11070.0,5,OWN,DEBTCONSOLIDATION,0
54,18000.0,712,0.136,0.817,68.6,16900.0,10,3057.0,9,OWN,EDUCATION,1
63,93600.0,675,0.382,0.432,79.7,17100.0,1,6089.0,4,RENT,PERSONAL,0
45,64900.0,651,0.136,0.13,75.7,10100.0,3,1205.0,5,RENT,VENTURE,0
30,77400.0,742,0.337,0.809,69.3,9900.0,3,14130.0,5,RENT,MEDICAL,1
41,39100.0,596,0.067,0.158,91.2,11500.0,0,765.0,4,RENT,PERSONAL,0
66,47500.0,611,0.09,0.676,87.3,14000.0,3,5490.0,9,MORTGAGE,VENTURE,0
59,46800.0,594,0.323,0.876,76.0,20000.0,0,2615.0,5,MORTGAGE,MEDICAL,1
47,110500.0,676,0.14,0.176,71.0,15800.0,2,6352.0,3,RENT,VENTURE,0
47,47700.0,588,0.488,0.739,88.3,2000.0,0,2301.0,6,RENT,VENTURE,1
22,208900.0,618,0.219,0.521,87.2,24300.0,4,38669.0,7,OWN,MEDICAL,0
61,77500.0,617,0.238,0.147,80.3,17700.0,0,759.0,7,MORTGAGE,VENTURE,0
33,27900.0,650,0.139,0.388,99.2,30500.0,4,3755.0,7,MORTGAGE,DEBTCONSOLIDATION,1
29,55400.0,558,0.068,0.417,100.0,24200.0,6,6364.0,4,RENT,EDUCATION,0
56,40500.0,676,0.16,0.872,75.9,9900.0,4,8020.0,9,RENT,DEBTCONSOLIDATION,1
42,18000.0,763,0.028,0.573,100.0,5900.0,3,1039.0,4,OWN,PERSONAL,0
62,156300.0,680,0.291,0.189,78.7,47300.0,0,4132.0,5,MORTGAGE,DEBTCONSOLIDATION,0
46,91300.0,785,0.118,0.505,78.9,32800.0,0,13442.0,11,MORTGAGE,PERSONAL,0
32,82400.0,770,0.216,0.144,90.6,22500.0,2,2720.0,7,OWN,MEDICAL,0
37,66100.0,728,0.253,0.267,86.2,7700.0,7,4060.0,2,RENT,MEDICAL,0
34,26100.0,675,0.12,0.391,82.4,5400.0,5,986.0,6,OWN,PERSONAL,0
34,44800.0,671,0.224,0.082,59.0,9900.0,0,795.0,3,RENT,PERSONAL,1
54,99200.0,727,0.155,0.329,62.8,24400.0,5,8374.0,10,MORTGAGE,DEBTCONSOLIDATION,0
40,31900.0,640,0.144,0.44,66.6,2500.0,4,1303.0,5,RENT,EDUCATION,1
31,18000.0,528,0.21,0.596,82.1,8000.0,0,4195.0,2,MORTGAGE,PERSONAL,1
36,52200.0,706,0.139,0.107,75.8,75000.0,7,1902.0,7,RENT,DEBTCONSOLIDATION,1
51,55000.0,585,0.408,0.486,77.5,10400.0,8,4307.0,4,OWN,DEBTCONSOLIDATION,1
26,64900.0,597,0.062,0.507,78.4,13700.0,1,8133.0,4,RENT,MEDICAL,1
39,92700.0,670,0.177,0.541,93.7,13100.0,5,12319.0,7,MORTGAGE,MEDICAL,0
57,87800.0,662,0.073,0.286,91.3,44700.0,2,2193.0,8,RENT,PERSONAL,0
24,69900.0,564,0.486,0.491,77.0,10700.0,0,6980.0,4,MORTGAGE,DEBTCONSOLIDATION,0
67,122700.0,682,0.382,0.238,78.3,3800.0,9,3584.0,5,RENT,PERSONAL,0
24,24100.0,742,0.362,0.287,71.6,27500.0,8,1153.0,6,RENT,MEDICAL,1
40,81000.0,585,0.014,0.309,78.0,6300.0,1,9520.0,11,MORTGAGE,DEBTCONSOLIDATION,0
30,87200.0,765,0.239,0.29,97.6,4700.0,3,6144.0,12,RENT,EDUCATION,0
44,28500.0,552,0.168,0.412,93.0,38900.0,3,862.0,7,RENT,PERSONAL,1
55,24300.0,828,0.323,0.778,86.6,22500.0,0,5394.0,9,RENT,PERSONAL,1
46,38300.0,639,0.186,0.464,69.1,10300.0,0,7100.0,5,RENT,PERSONAL,0
57,40300.0,680,0.153,0.522,81.4,30000.0,9,2287.0,9,RENT,EDUCATION,1
58,94100.0,528,0.258,0.552,77.4,26400.0,10,15013.0,2,RENT,MEDICAL,1
41,41400.0,665,0.284,0.281,80.2,8300.0,6,3938.0,8,OWN,EDUCATION,0
60,35800.0,687,0.187,0.458,91.5,15300.0,0,5664.0,4,RENT,EDUCATION,1
59,41500.0,663,0.293,0.306,94.9,12400.0,11,3780.0,9,MORTGAGE,PERSONAL,0
41,117100.0,627,0.171,0.566,100.0,8400.0,19,24421.0,7,MORTGAGE,VENTURE,0
30,60300.0,599,0.242,0.593,71.2,13800.0,7,2190.0,4,RENT,DEBTCONSOLIDATION,0
58,53800.0,754,0.472,0.439,96.8,22900.0,2,1711.0,6,RENT,EDUCATION,1
66,56000.0,672,0.183,0.591,80.4,6900.0,2,3213.0,5,RENT,MEDICAL,1
24,130000.0,785,0.305,0.65,73.4,23800.0,10,5506.0,4,MORTGAGE,PERSONAL,0
65,38200.0,630,0.27,0.333,100.0,3600.0,1,1170.0,8,MORTGAGE,PERSONAL,0
40,131800.0,637,0.149,0.745,100.0,15600.0,0,32986.0,2,MORTGAGE,PERSONAL,0
37,67900.0,731,0.212,0.28,78.6,8000.0,8,6916.0,4,OWN,PERSONAL,0
27,54400.0,548,0.13,0.607,73.3,40300.0,1,5534.0,6,RENT,MEDICAL,1
24,268500.0,578,0.116,0.619,60.9,4300.0,11,63990.0,6,MORTGAGE,VENTURE,0
49,31800.0,752,0.164,0.451,97.1,11300.0,4,2818.0,7,MORTGAGE,DEBTCONSOLIDATION,0
34,48400.0,582,0.072,0.357,57.4,7500.0,4,1904.0,4,MORTGAGE,DEBTCONSOLIDATION,0
23,28600.0,533,0.261,0.256,80.3,9000.0,7,2112.0,5,MORTGAGE,EDUCATION,0
44,106000.0,810,0.173,0.313,71.3,6000.0,0,6540.0,12,MORTGAGE,PERSONAL,0
57,165000.0,565,0.459,0.736,98.7,15100.0,6,6898.0,4,MORTGAGE,MEDICAL,1
36,163100.0,683,0.115,0.219,100.0,15700.0,4,13867.0,5,RENT,DEBTCONSOLIDATION,0
24,124800.0,675,0.379,0.628,61.6,4000.0,3,20320.0,6,MORTGAGE,VENTURE,0
44,53200.0,459,0.517,0.721,83.0,20700.0,1,10152.0,8,OWN,MEDICAL,1
54,48100.0,649,0.241,0.779,85.2,4400.0,8,14761.0,8,MORTGAGE,VENTURE,0
50,22000.0,703,0.163,0.162,78.5,13600.0,1,1218.0,4,RENT,PERSONAL,1
38,203100.0,696,0.188,0.258,74.3,45900.0,3,9271.0,7,RENT,EDUCATION,1
39,79300.0,737,0.303,0.286,100.0,7300.0,0,1466.0,7,MORTGAGE,PERSONAL,0
51,44600.0,640,0.228,0.547,75.7,10800.0,18,3119.0,6,RENT,DEBTCONSOLIDATION,1
39,132800.0,723,0.06,0.499,100.0,7700.0,1,11467.0,2,MORTGAGE,PERSONAL,0
66,33400.0,618,0.077,0.206,74.1,8400.0,8,2656.0,10,MORTGAGE,PERSONAL,0
39,76400.0,564,0.42,0.223,91.3,16600.0,1,6151.0,5,MORTGAGE,DEBTCONSOLIDATION,0
42,54000.0,572,0.037,0.768,92.0,41300.0,1,2386.0,4,MORTGAGE,DEBTCONSOLIDATION,0
44,87800.0,560,0.116,0.046,74.0,13000.0,2,1597.0,2,MORTGAGE,VENTURE,0
65,57600.0,745,0.386,0.846,60.7,30800.0,9,6822.0,5,RENT,DEBTCONSOLIDATION,1
32,25100.0,556,0.202,0.555,71.7,8000.0,5,4477.0,10,OWN,PERSONAL,0
50,62700.0,690,0.393,0.544,67.8,29000.0,10,3097.0,7,RENT,VENTURE,1
58,112300.0,650,0.249,0.406,91.9,42800.0,0,5795.0,5,RENT,PERSONAL,1
51,58800.0,662,0.133,0.049,77.4,31300.0,15,654.0,7,RENT,EDUCATION,0
56,95300.0,772,0.189,0.591,98.5,22300.0,0,16686.0,8,MORTGAGE,EDUCATION,0
39,32000.0,637,0.062,0.239,88.9,20800.0,6,1307.0,5,MORTGAGE,DEBTCONSOLIDATION,0
65,58900.0,715,0.227,0.331,79.7,7900.0,1,6934.0,7,MORTGAGE,PERSONAL,0
56,41200.0,672,0.233,0.676,83.0,4800.0,9,10558.0,5,RENT,EDUCATION,1
50,93700.0,658,0.01,0.178,66.1,21300.0,9,1549.0,6,RENT,VENTURE,0
53,61000.0,842,0.074,0.29,79.7,7700.0,4,5334.0,11,RENT,VENTURE,0
38,90600.0,561,0.034,0.657,83.7,8100.0,2,5724.0,9,RENT,MEDICAL,1
48,115000.0,766,0.284,0.572,77.4,4700.0,7,11134.0,5,RENT,DEBTCONSOLIDATION,0
